464364;plazom;Prague;0;0
464370;aftermath-vc;New York City;0;1
464375;mgaunard;London;6;22
469803;iwiwi;Tokyo; Japan;125;18
469805;nivan;Tucson;5;4
469806;artozephyr7;Thailand;1;7
469808;pconerly;Seattle; WA;46;73
469809;jshou;Seattle; WA;17;53
469811;RetroMocha;Lincoln; NE;14;2
469815;urangbandung;Indonesia;0;1
469817;mohfadhil;UK; Stoke on trent;1;7
469821;gehy1;Hangzhou China;1;13
469830;NeoTheOne;Liding; Sweden;2;1
469841;TimMcMahon;Melbourne; Australia;1;1
469844;mozcomp;Australia;0;6
469847;astasoft;Surabaya; Indonsia;9;26
469856;davidecassenti;Italy;19;33
469866;sykorad;Prague;0;0
469882;yasikoba;Yokkaichi; Mie; Japan;5;8
469891;TOYOZUMIKouichi;Tokyo; Japan.;9;18
469898;kvt;India;4;27
469900;maboroshi;2-29-16 504;2;0
469901;albuer;Fuzhou; Fujian; China;0;4
469907;mmchaney;San Francisco; CA;12;9
469908;cironunes;Belo Horizonte; MG;494;74
469909;kenim;Hong Kong;1;0
469917;pegasus17;Austria;0;0
469918;ssmccoy;Oakland California;8;23
469920;imagedrive;Japan;3;3
469921;hagyma;Budapest; Hungary;1;1
469934;userlocalhost2000;Japan;8;36
469943;andy-morris;Innsbruck; Austria;8;33
469962;walk;Chicago;1;16
469964;loo2k;China; Shenzhen;88;18
469966;alexpos;the Netherlands;5;58
469967;aohta;Tokyo; Japan.;10;16
469968;APSL;Palma - Spain;0;180
469973;LunamanJenkins;Belgium;0;1
469976;MedeaMelana;London; UK;31;21
469981;C-PALB;Germany;0;0
469982;subspacenl;Netherlands;0;0
469983;bgruening;Freiburg (Germany);103;142
469986;doussot;Paris;1;0
469987;hiberfake;Potsdam;0;2
469989;bennyn;Berlin;28;77
469990;ppawel;Poland;22;18
469997;sobingt;India;14;85
470010;igiigi;Russia; Saint-Petersburg;6;7
470017;Neddox;The Netherlands;0;0
470024;DailyDeal;Berlin; Germany;0;1
470027;Monkeymoo;na;0;1
470034;Kambala;BY;0;4
470040;necromaster68;usa;0;0
470045;yart;;0;4
470056;romain1189;Corte;5;2
470058;michaelliao;Beijing; China;7069;49
470060;cleatsandcode;London; UK;1;5
470064;kokeroulis;Greece;8;16
470066;Okne;Minsk; Belarus;2;12
470073;buildbrighton;Brighton;0;17
470077;lostbean;Amsterdam;11;19
470078;m0sth8;Dublin Ireland;43;59
470080;doliver;Lausanne  Barcelona  London;1;2
470082;jcsirot;Paris;10;57
470089;jirubio;Alicante;1;2
470094;luketongs;Brisbane Australia;1;0
470100;DaveLindberg;Hartland VT USA;0;9
470104;2402-Winter2011;Ottawa; Canada;0;1
470116;martinfelis;GerMANY;12;12
470117;thelannor;Russia; Chelyabinsk;0;6
470119;vasaru;Sweden;0;4
470120;SergeyMakarenko;Kyiv; Ukraine;0;6
470128;googolmo;Beijing;70;109
470132;RaSeR;Russia;3;3
470133;SmellyFish;San Francisco; California; USA;9;5
470136;slava-sh;San Francisco;26;23
470138;DavidBadura;Bonn / Germany;29;34
470139;dempseyatgithub;San Jose; CA;40;7
470144;sanderk;Amsterdam;0;4
470152;pfarrel;Dublin; Ireland;11;5
470158;danbesse;North Carolina;0;0
470163;AndrewFarley;San Francisco; CA; USA;8;6
470168;suhailsherif;Bangalore;13;10
470173;alblowe;Jeddah;Saudi Arabia;1;0
470176;jtigger;Los Angeles;20;39
470178;Agentsmith1119;Taipei; Taiwan;1;0
470180;mathematically;London; UK;1;1
470181;ruxkor;Munich;3;38
470187;justinmburrous;Portland; OR;22;2
470192;orangebeard;Huntsville; AL;1;1
470199;BeenVerifiedInc;New York; NY;0;27
470201;northband;Ohio; USA;8;13
470211;Donagh;Swansea United Kingdon;0;1
470214;nickboyce;London;6;8
470215;jnozsc;Los Angeles; CA;10;19
470219;gcouegnat;Bordeaux; France;1;4
470222;tlooy;San Francisco; CA;2;2
470223;cakephp-fr;France;0;15
470227;canha;Portugal;1;3
470231;xzhou;Bay Area;1;24
470240;balanceiskey;Chicago; IL;16;22
470243;deffi;Braunschweig; Germany;3;6
470245;yukop;Tokyo; Japan;20;10
470248;westmaas;San Francisco; CA;17;15
470251;webdinho;Rio de Janeiro;0;0
470255;danrichards;Rhode Island;9;20
470256;efarem;Essex; UK;13;6
470258;mattfysh;San Francisco; CA;19;17
470259;RCPRG-ros-pkg;Poland;0;52
470261;billmorrison;Belfast; Northern Ireland;1;1
470266;tonymcbeth;United Kingdom;1;3
470267;sebastiendb;Reunion;8;6
470272;LamersCreative;Michigan;0;1
470273;rublev;toronto;12;17
470276;mcclurmc;Boulder; CO;37;99
470283;stratos00;United States;0;1
470285;ivanlin;Taiwan;5;4
470292;rma4ok;New York;28;7
470293;mick-schroeder;Philadelphia; PA;5;10
470296;Xyc0;Washington; DC;0;2
470304;jinsoolife;KOREA;0;0
470310;yllus;Toronto; Canada;15;129
470311;shelflife;Toronto; Canada;0;1
470318;krautcomputing;Berlin; Germany;0;118
470320;buzzjy;Roppongi;3;2
470321;issamsaid;Paris;0;2
470325;elinaldosoft;Teresina - PI - BR;38;78
470332;kaspesla;Massachusetts;1;4
470335;diffent;michigan USA;0;0
470338;imkira;Tokyo; Japan;101;52
470339;fnuzzo;Italy;1;9
470351;angusmacdonald;New York;6;13
470355;TonkWorks;Odenton MD;1;25
470356;QuailAndQuasar;United States;3;0
470357;nsgomez;New York; NY; USA;17;30
470359;fresch;Germany;2;1
470370;glacier3;Chengdu; China;2;15
470371;mmakaay;Nijmegen; the Netherlands;6;4
470376;ludovicchabant;Vancouver; BC;16;35
470387;dgj1983;Jena; Germany;1;2
470390;nowakpiotrek;Krakw; PL;2;6
470394;mareloange;Liverpool;0;0
470400;starcraftman;Quebec; Canada;5;37
470405;phillipfurtado;Brazil;5;12
470406;fgrodriguez;Mxico; D.F.;0;1
470408;zidizei;Germany;3;13
470417;doobeh;Turks and Caicos Islands;8;28
470418;jmcphers;Seattle; WA;88;18
470420;jschuhr;Atlanta; GA;0;4
470424;roysharon;Sailing around the world;2;5
470432;agjacome;Barcelona; Spain;25;18
470438;nat0;Sweden;3;0
470450;kyau;Sammamish; WA;1;18
470455;paulomorgado;Portugal;6;6
470462;froberger;Los Angeles; CA;0;1
470465;tdresser;Ontario; Canada;2;18
470467;v3ntry;Russia;0;3
470469;rkuhn;Kassel; Germany;304;43
470470;webeau;Eau Claire; WI;0;112
470477;kfarr;San Francisco;5;15
470482;simonbates;Toronto; Canada;4;32
470485;matthewpurdy;Upper Marlboro; MD USA;8;3
470491;cederlys;Linkping; Sweden;4;4
470517;eminencemedia;Minneapolis; MN USA;0;0
470520;isaacgriffith;Bozeman; MT;0;11
470521;bundgaard;Stockholm;4;72
470523;pradeepjawahar;San Francisco; CA;0;20
470526;cldx;Mainz; Germany;15;19
470528;karonte84;Pisa;5;18
470543;gerardorochin;Mxico;8;9
470549;tedchoward;Dallas; TX;5;29
470556;ThaKladd;Oslo; Norway;0;1
470564;chjj;San Francisco;1092;57
470574;diegojasso;Sunnyvale;5;8
470578;tcsizmadia;Hungary;0;7
470579;danmiser;Hartland; WI;4;15
470581;jimray;San Francisco;13;7
470584;indrora;Abq; NM;15;32
470585;bohlander;Seattle; WA;7;21
470589;fhopf;Karlsruhe; Germany;26;29
470590;lordmulder;Somewhere over the Slaughterhouse;30;26
470592;nagyatis;Bocond; Hungary;1;0
470610;glampr;Athens; Greece;3;25
470611;PrashantSunkari;Seattle; WA;6;10
470612;flegastelois;Paris;15;6
470619;Halvard;Moss; Norway;0;0
470630;demian85;Argentina; Buenos Aires;14;12
470631;saniyat;Dhaka; Bangladesh;1;2
470638;Eventect;Walnut; CA;0;24
470649;ilangostl;Saint Louis; MO;1;67
470655;coppermind;Philippines;2;35
470671;shivamsrivastava;Chicago;0;2
470678;jppommet;San Francisco; CA;27;19
470681;pbaker;Jersey;1;2
470683;dcrescim;San Francisco;5;6
470686;hadret;Berlin;8;8
470690;etihwnad;Valparaiso; IN; USA;3;19
470696;pkazmierczak;Munich; Germany;10;9
470701;jobela;Oslo; Norway;0;2
470705;weems;Birmingham; AL;31;32
470707;lamarwatts;Washington;0;0
470723;tawus;Srinagar; Jammu & Kashmir;11;11
470727;ntang;New York;7;8
470728;abenke;New York; NY;0;7
470729;kainy;;101;48
470730;s1300045;Chicago; IL US;2;3
470740;jamesstoneco;San Francisco; CA;29;50
470742;mechjagger;Louisville; KY;0;7
470744;lllouise;dubois;0;0
470745;didxga;Beijing;8;32
470747;elliottohara;Austin; Tx;4;13
470750;techbubble;Mountain View; CA;13;16
470755;dalester;Chilliwack; BC Canada;0;3
470756;jaydevonline;Bangalore;4;8
470757;osado;Russia; Nizhniy Novgorod;0;4
470762;sreilly;Edinburgh; UK;7;8
470767;huynguyen;San Jose; CA;13;23
470770;incept;Tampa; FL;0;0
470771;anandghegde;India;3;17
470772;thegonzalez;Venezuela;1;0
470784;paintjob;Phila; PA;10;2
470792;Foxtur;Vienna;0;2
470793;djohnston08;Lexington; KY;11;6
470795;ixvar;montreal;0;4
470797;alanzeino;San Francisco;38;23
470798;Quix0r;Krefeld;1;12
470801;AnthonyTongLee;Australia;0;3
470802;YuriyLopin;Ukraine;0;1
470807;GrumpyPants;Denver;0;12
470808;shafeeq;Kerala;6;10
470810;sbward;San Francisco; CA;9;47
470818;JoshBlake;Woodbridge; VA;38;26
470825;juiced;/home/sweet/home;3;0
470827;sudaraka;Pannipitiya; Sri Lanka;3;62
470846;kingsidharth;Mumbai; India;31;7
470849;oraculum;Volta Redonda / RJ / Brazil;6;5
470850;rkive;Portland; OR;6;35
470852;gabceb;San Francisco; CA;40;66
470857;OtakuD;South Africa;0;0
470863;jaquessmith;Cape Town;0;2
470866;penumbra;Virginia; USA;2;5
470874;nicolaias;Oklahoma City; Oklahoma;0;0
470875;miiikkeyyyy;England;1;2
470876;setdirection;On the We;0;13
470877;shamabbas;Pakistan;0;5
470884;simonster;Cambridge; MA;74;90
470887;tsoontornwutikul;Japan;2;2
470895;sigma-ml;Hyderabad; India;0;0
470905;3kwa;Sydney; Australia;8;33
470907;ahmads;Saudi Arabia;37;12
470914;csomor;Ossingen; Switzerland;5;2
470927;ConstNW;Thailand;8;5
470928;dolgarev;Ukraine;7;34
470930;dmurat;Croatia;7;22
470938;NilsLattek;Germany;10;12
470944;totala;Espoo; Finland;0;1
470945;rembish;Prague; Czech Republic;14;43
470954;m943040028;Taiwan;7;33
470960;dartodinus;Jakarta;0;6
470965;handsomecheung;Chengdu; China;6;12
470969;rcrowder;London; UK;13;52
470971;rsimon;Vienna; Austria;30;36
470973;pratikabu;India;1;12
470980;Fannon;Regensburg; Germany;16;41
470991;bdaudel;Cambridge; United Kingdom;0;4
470997;Agmagor;France;0;6
471001;zhaopeizhi;Nanjing; China;8;6
471002;mikele;Munich;0;9
471004;pisces;korea seoul;2;17
471009;RyoAbe;Tokyo;7;24
471013;mho;Nijmegen;8;6
471014;firo;Milan;0;9
471016;topatokid;Philippines;0;0
471022;vince-stark;Ottawa; ON;5;28
471024;jpavlo;Mexico City.;1;15
471027;fashionbop;Guangzhou; China;0;1
471029;padsbanger;Poland;11;31
471034;animalsystems;London; UK;0;0
471035;ludwigm;Germany;8;3
471043;archaeron;Winterthur; Switzerland;21;42
471045;jcbrebion;Nantes; FRANCE;15;15
471047;oDn;France;0;3
471054;brianhonohan;New York; NY;2;3
471056;AmirAttoun;Winterthur; Switzerland;3;1
471059;panchoh;Madrid;2;5
471062;Nelsons;United States;1;0
471067;rcknr;Vienna; Austria;18;15
471070;jucrouzet;Paris; FRANCE;7;24
471081;hiroshiakiike;Tokyo;0;0
471083;Rowe;Shanghai;2;4
471089;bsonenstein;Brooklyn; NY;0;0
471090;lbalamut;Berlin/Germany;13;17
471097;Alexis-D;London; UK;22;41
471099;railsvn;Vietnam;0;1
471103;shnake;Dublin; Ireland;1;0
471105;TheBigBear;United Kingdom;2;74
471109;pvicente;Cambridge; UK;10;25
471113;takyam-git;Tokyo;14;56
471114;showme;Antwerp (Belgium);0;0
471120;crazzle;Dlmen; Germany;8;17
471124;dshev;Kyiv; Ukraine;0;0
471125;CodeBendr;Accra; Ghana;5;3
471126;mhurwi;Minneapolis; MN;9;42
471128;arkamedus;Dallas; TX;6;5
471132;bend;Brussels;8;39
471145;diksito;Bulgaria;1;18
471149;rbeauchamp;Davis; CA;2;2
471151;rcarton;New York;3;29
471152;nmaillot;Mougins; France;4;0
471157;CLGolden;Florida;0;1
471162;DominicWatson;UK;28;46
471168;kunnix;Berlin; Germany;7;2
471170;benhowes;Bristol; UK;7;7
471171;ammulder;Philly Area;4;5
471176;pirhoo;Paris;132;37
471182;ganta;Japan;10;39
471186;timothystone;Henrico; VA; USA;3;10
471192;mmusket;London;0;2
471195;jugomo;Mlaga; Spain.;2;11
471200;vincent-pochet;Geneva; Switzerland;10;14
471210;Xaviaro;Helsinki Finland;2;0
471214;pedrogaspar;Portugal;1;2
471217;ndufrane;Belgium;2;4
471218;pretif;Paris;0;3
471226;mbraganca;New York;1;6
471234;drsound;Poggibonsi - Italy;1;2
471235;lordtyron;Jakarta;1;2
471236;hamaken;Tokyo. Japan;2;0
471248;nosro;Vermont;3;4
471250;jonnywyatt;London; UK;6;17
471253;newaz;Lund; Sweden;1;12
471254;ivoba;Cologne;16;82
471262;systemx;Malaysia;0;5
471264;GSMAi;London; UK;0;5
471269;armin-bauer;Stuttgart;13;18
471270;JerrySievert;Portland; OR;117;113
471273;kamkie;Poland;3;14
471275;gigablah;Singapore;53;55
471278;silvenon;Zagreb; Croatia;155;53
471288;monsoonco;Oakland; CA;0;20
471289;itgod;Toronto; Canada;2;5
471290;smrutiranjan;india;0;9
471293;ajaleelka;Bangalore;0;1
471301;Polimig;Belo horizonte; MG; Brasil;0;15
471308;srijan;Delhi; India;13;59
471314;KoljaWindeler;Houston;9;19
471318;hotchemi;Tokyo; Japan;364;74
471319;xmw;Munich; Germany;3;15
471327;HemantPawar;Bangalore;2;4
471328;johnmap;London; UK;2;4
471331;duartebarbosa;Portugal;19;33
471333;alfyboza;Fort Lauderdale; FL;17;21
471334;qwert1x;Moscow;1;1
471335;timsly;Ukraine; Chernivtsi;6;96
471342;mkscrg;San Francisco; CA;30;27
471349;lucacesari;Florence (Italy);5;10
471351;randyjensen;Dallas; TX;63;8
471356;munaf;San Francisco; CA;23;13
471357;NatashaOS;California;0;0
471358;jasongorman;London; UK;8;10
471361;WatskeBart;AMS-IX;2;0
471362;njmurarka;Canada;2;2
471372;kriben;Trondheim; Norway;18;17
471374;carun;Bangalore;3;16
471377;crazymind;Zurich; Switzerland;1;3
471380;crisdut;Brazil;3;13
471383;enigmista;Firenze;0;0
471387;Kanti;Stuttgart - Germany;6;17
471394;sethgregory;McLean; VA;4;9
471400;southpolesteve;Philadelphia; PA;25;104
471405;ivanarellano;Philadelphia; PA;3;15
471411;rintakumpu;Turku; Finland;0;11
471424;sunfreitas;Teresina; Piau;0;11
471427;JonBye;Fredericton; NB; CA;0;3
471428;schachar;Tel-Aviv; Israel;0;3
471429;jwsher;San Francisco;CA;3;14
471431;romansyiat;romansyiat;0;0
471435;Xeranth;Vancouver; Canada;0;0
471441;omarvin;So Paulo - Brasil;0;0
471443;UnclePhil;belgium;5;18
471446;andrefabricio;Frankfurt;0;2
471452;mwalsh;Toronto;0;2
471463;cylwit;Stockholm; Sweden & Seattle; WA (US);1;5
471467;g5pw;Trieste; Italy;18;17
471486;m4dz;Rouen; FR;35;66
471488;craig-ludington;Chicago; Illinois;2;19
471489;amn;"asdf and jkl;";2;13
471490;wildarren;Troy; NY;2;3
471491;DroidsMaster;Italy;0;1
471492;SWeggboy;New York;7;10
471498;rosorio;paris / france;0;12
471505;DanielHudson;London;4;3
471507;damonrpayne;Hartford; WI;4;2
471513;cndiv;Oakland; CA;2;0
471515;michzuerch;Nowhere;0;9
471516;tomkit;San Francisco; CA;5;27
471518;jcberentsen;Oslo; Norway;3;13
471519;joaopaulotp;Mossor; RN; Brasil;0;0
471521;vahidR;Stockholm; Sweden;11;18
471525;francisbesset;France;50;61
471528;swesource;Stockholm; Sweden;4;5
471531;SolutionsDesign;The Hague; The Netherlands;0;11
471535;jnewmoyer;United States;0;5
471538;valentinas;Wellington; New Zealand;2;5
471542;drydigital;Denmark;0;0
471550;paulgoldsmith;New York;1;3
471554;chicofos;Cd. Obregon; Sonora;2;13
471559;TheKidCoder;Chicago; IL;22;30
471560;ryuen;Calgary; AB; Canada;0;0
471567;cjcavage;Arlington; VA;1;0
471568;droidme;Germany / Merzig;1;2
471576;miklen;Denmark;0;8
471594;joshfire;Paris; France;0;68
471602;russelldurrett;Austin; TX ;10;20
471612;recher;Israel;1;2
471613;svaiter;Paris;7;8
471620;jimmyfm;Norman; OK; United States;1;17
471624;Freetz;Germany;0;1
471626;ChaseFlorell;Calgary; Canada;13;37
471629;benboarder;Melbourne; Australia;6;33
471631;semmin;Moscow; Russia;18;18
471634;firozansari;Edison; NJ;0;33
471635;Southgrove;Gothenburg; Sweden;0;0
471647;puzzud;Boston; USA;5;8
471651;ConstantineXVI;Louisville; KY;2;24
471658;alekslt;Halden; Norway;2;20
471659;qurve-deployer;Philadelphia; Pennsylvania; United States of America;0;0
471667;jarednorman;Canada;29;58
471674;rafa-garcia;London;0;9
471681;erikp;California;3;0
471683;rodmur;Brooklyn; NY;0;21
471685;clairton;Brasil;20;71
471693;Kerry350;Newcastle upon Tyne;30;20
471696;zawaideh;Toronto; Canada;9;22
471702;jessebmiller;Chicago;3;34
471709;sbeeman;San Francisco;0;1
471710;miker525;New York;3;19
471712;idroAVILA;Mexico;1;6
471713;mattejames;Maine;0;0
471717;randrews7;san francisco;2;6
471730;rikyhsb;Bandung;1;4
471731;swese44;Seattle; WA;0;3
471734;mossano;Tokyo; JAPAN;1;0
471741;nhenin;Montreal;7;13
471743;cms07;Norman; OK;0;12
471747;projecthl2;479S 12643W;0;1
471750;delaneys73;Brisbane;2;6
471751;tmatei;Bay Area;2;11
471755;bjwatson;Mountain View; CA;1;6
471758;shaunma;Toronto; ON;2;1
471759;cmundi;someplace quiet;3;11
471773;lcycon;San Francisco; CA;11;33
471774;cyberrob;Taipei;0;20
471780;vhx;Brooklyn; NY;0;29
471784;wukan;San Mateo; CA;13;20
471786;Crazy-Hopper;Kiev; Ukraine;0;1
471792;jama22;Toronto;1;18
471793;jeremychurch;Denver; CO;17;4
471797;ntraft;Vancouver; BC;15;9
471801;thetimbanks;Missouri;14;23
471803;hojinpk;Germany;0;4
471804;GoatWalker;Minnesota;3;30
471810;KiSUAN;Montevideo; Uruguay;1;1
471814;zxy0124;ShangHai;0;0
471819;jennycalala;United States;2;2
471832;fishbone;Pittsburgh;0;2
471835;giorgiga;Sicily; Italy;0;1
471836;chaiken;Mountain View; CA USA;20;4
471841;vincascm;CN;4;2
471842;keithpops;Brooklyn; NY;22;10
471852;tarekp;Brooklyn;1;0
471856;chingc;NJ; USA;3;14
471862;leftcoastryan;Oakland; CA;1;0
471863;robosung;United States;0;3
471869;adamgeller;San Francisco; CA;0;4
471880;couturemafia;DC ;0;0
471881;gaxxx;China;6;12
471885;webdsquared;Spring Hill; TN USA;0;12
471886;siegfriedcw;Germany;0;0
471887;Krisseck;Finland;4;10
471894;ethanresnick;New York;42;61
471895;jacki890;Ohio;5;6
471896;DKxy;Toronto;0;1
471897;tamentis;New York;39;46
471901;thnguyen;Sydney;0;13
471903;webmonarch;San Francisco; CA;13;27
471905;zyh19790803;shanghai;0;6
471910;qcris;Argentina;1;1
471921;rainisic;Beijing; China;2;10
471923;ogom;Osaka; Japan;33;48
471924;wondger;Guangzhou;10;35
471928;ghostoy;Shanghai; China;39;45
471934;zTrix;Beijing; China;150;47
471942;Mohammedyusuf;Chennai;0;0
471945;idefixx;Mle Island;0;0
471948;Ippey;Osaka; Japan;3;16
471949;farisi;jakarta timur;1;16
471952;joshsilverman;Boston; MA; USA;7;63
471956;bharath1028;San Francisco; CA;1;9
471971;ajolson;San Jose; CA;1;2
471975;ahnyounghoe;Seoul;1;3
471977;arouanet;Wellington; New Zealand;2;0
471998;canmind;969;2;20
472006;tanifuji;nims;0;0
472015;nicolascosson;paris;0;0
472026;ivane;Shenzhen; China;16;2
472045;tomhopper;Germany;6;17
472052;iripasata13;Gabrovo; BG;0;1
472056;lindaliukas;New York;418;4
472066;jrgp;Mountain View; CA;13;10
472072;pandasunny;Tianjin; China;3;6
472073;joray;China;0;8
472083;jopasserat;London; UK;22;18
472089;Stals;Moscow;5;38
472092;jrub;Zaragoza; Spain;37;19
472094;dzeez;NYC;4;8
472095;lornix;Livermore; CA;6;39
472103;kirankuppa;Singapore;1;4
472124;GlenCrawford;Australia;5;13
472132;kalariyaamit;Rajkot; Gujarat;0;0
472138;ucchies;Chiba; Japan;0;6
472139;wallenium;Stuttgart; Germany;1;9
472164;PhilippeBridant;Paris;3;10
472168;novakradek;Prague; Czech Republic;0;0
472169;shomnat;Memphis; TN; USA;3;6
472171;francescobianco;Valle del Belice; Sicily; Italy;3;6
472175;SmartJog;Paris;0;26
472178;emacip;Madrid - Dublin;16;76
472186;javiaurea;Gijn;4;0
472189;christau;Germany;2;5
472192;livingstonef;Newcastle Upon Tyne; England; UK;17;29
472196;oisinmulvihill;London; England.;12;49
472202;noirbee;Paris;5;12
472203;siddharthlele;Pune; India;0;1
472208;Ilgrim;Malaga;4;42
472211;chilinhnet;Viet Nam;1;11
472212;WillMedina;Trujillo; Per;1;4
472221;LuckyTNT;Croatia;0;2
472222;ronaldschlenker;Frankfurt/Main; Germany;0;2
472224;ingeniuz;Mlaga; Spain;1;5
472232;pixelsmart;Germany;0;1
472234;d3mcfadden;Indianapolis; IN;9;20
472242;RayFawcett;London;0;1
472244;amiashraf;Dhaka;11;3
472245;BrendanSimon;Australia;0;3
472247;wonsang;Washington; D.C. ;0;1
472255;zlik;Los Angeles; CA;24;12
472258;ldepablo;London;0;1
472260;newgeekorder;London;1;35
472262;kolyuchii;Moscow;4;5
472265;sigsna;Universit di Bologna/Universit di Urbino;0;1
472269;ljbraga;Braga;2;1
472273;eroteev;Bulgaria;0;2
472286;robin-jarry;Paris; France;6;20
472288;demoive;London;12;23
472304;mikedias;So Paulo; Brazil;8;11
472311;phodal;Shenzhen China;4806;105
472315;pietvandongen;Arnhem; The Netherlands;11;12
472324;davidru85;Logroo; La Rioja; Spain;7;6
472326;mstuder;Bern;6;0
472328;dilkROM;Berlin; DE;1;1
472331;RodolfoViana;Campina Grande - P;11;32
472332;youzncuasn;Denizli;1;0
472339;scones;Berlin;1;11
472350;mark-adams;Austin; TX;17;54
472351;nitishr;India;4;8
472352;yhaefliger;Switzerland;2;8
472361;Juxi;Trnitz; Austria;6;17
472364;SamMansbridge;Portsmouth UK;0;1
472365;laco;Budapest;16;33
472368;SteveYoungs;Brisbane; AU;0;0
472370;shawnpark;SUWON;0;0
472374;arastu;Iran - Tehran;51;10
472386;Miljar;Wevelgem;22;13
472388;havoc88;localhost;0;0
472392;marcinbiegun;Cracow;7;17
472400;RemyG;Lille; France;6;17
472404;kismanhong;Indonesia;0;5
472410;faeliaso;Brazil;37;136
472412;lucasmezencio;Belo Horizonte; MG; Brasil;43;20
472422;ebizgaming;France;0;0
472429;jewome62;Lille;4;21
472430;McPetro;Montevideo; Uruguay;0;0
472435;rekursief;Ghent; Belgium;0;1
472439;pyc;Meguro; Tokyo; JAPAN;0;0
472442;ericreber;Switzerland;1;29
472443;stoneyboney;Kaiserslautern;2;8
472446;conorbranagan;New York; NY;23;15
472451;iddqd1;Poland;0;19
472453;kevcha;Saint-Etienne; France;13;12
472454;basis42;Germany;2;7
472464;langod;Pchov;2;2
472467;ipavlidakis;Athens;0;7
472473;talkative;Malm; Sweden;0;41
472477;scottcarr;West Lafayette; IN;5;41
472478;bruceharrod;Cape Town;0;1
472479;sethmay;Eugene; Oregon;0;3
472480;fllodra;Uruguay;0;0
472483;Tooluka;Kiev; Ukraine;1;0
472488;pirogoeth;San Antonio; TX;30;53
472490;jinahya;Seoul; Korea;7;98
472491;Jesper84;Denmark;6;21
472502;404wibbs;Leeds; UK;0;0
472507;simomaggi;Biella; Italy;2;1
472514;corgrath;Sweden;13;18
472515;Krettis;Netherlands;10;16
472520;majeeddl;Iran;1;10
472523;csadilek;Toronto;18;43
472524;ference;Berlin; Germany;8;0
472534;jesdiart;Madrid;1;3
472541;Zatnosk;Denmark;4;5
472550;hfuCN;Beijing;11;29
472554;chanan;Hampton; NJ;8;23
472555;lukeshumard;London;21;12
472558;acayip;Istanbul; Turkey;0;1
472563;Refactr;Minneapolis; MN;0;1
472564;KimSJ;Cambridge UK;1;7
472571;danieleliberti;Assisi;0;1
472575;bitsurs;Barcelona; Spain;0;1
472580;cliochris;Edmonton; Alberta; Canada;2;8
472581;VideoPR;Pavia; italy;0;3
472586;emidttun;Oslo; Norway;0;3
472587;pajusmar;Tallinn; Estonia;4;8
472589;thisislawatts;London;12;87
472591;disasterdrop;Germany;0;2
472595;onefastsnail;Helsinki;1;0
472597;dougmuise;Brooklyn;0;0
472600;dkarigithu;Kenya;6;12
472601;bhende19;Texas; USA;0;3
472605;cuspaceflight;Cambridge; UK;0;38
472606;mkuhnt;Ulm;8;18
472609;tgt;Bath; UK;1;5
472613;guyhoffman;Ithaca; NY;1;2
472615;bmatschullat;Hamburg;14;9
472619;rzukow;Warsaw;2;7
472625;redxdev;Rochester; NY;9;30
472626;oguzcakici;San Diego; CA;0;0
472627;HenrikPoulsen;Sweden;1;7
472631;variablenix;USA;2;14
472638;cege7480;Chicago;1;9
472639;toeach;Guangzhou; China;0;0
472648;benf1977;Seattle; WA; USA;0;3
472650;PolymathicCoder;San Francisco; CA;7;18
472652;twosevenzero;Safety Harbor; FL;17;6
472658;sarxos;Bydgoszcz / Poland;109;69
472660;mccreigh;Boulder;CO;9;8
472661;mls-m5;rebro;0;32
472667;stephiechou;Paris;7;11
472668;sholerov;Krasnoyarsk; Russia;1;0
472677;MikeTrizna;Washington; DC;1;9
472680;tiredbees;London;0;0
472684;nickboulton;Marple;1;0
472685;BenExile;Plymouth; England; UK;46;5
472686;jlschwab;Albuquerque; NM;1;0
472693;thiagocoelho;So Paulo/SP;9;12
472697;OLBProductions;Gothenburg; Sweden;0;0
472703;nchapon;Paris (France);1;22
472705;waynedenier;Frederick; MD;6;18
472708;welbesw;Waukesha; WI;6;12
472709;mingsnu;Ames; IA; US;27;26
472718;slyck;Berlin; Germany;1;0
472721;efx;Pittsburgh;3;10
472722;clemich;Luxembourg;0;10
472723;RC-1290Dreadnought;Netherlands;0;4
472725;paulfryer;Portland; Oregon;2;8
472727;DaveStein;NYC;9;11
472728;raphabot;Brazil;5;14
472733;ekscrypto;Gatineau; Quebec; Canada;9;7
472736;twester;Saint-Petersburg; Russia;0;2
472740;kagd;Westminster; CO;5;24
472743;nikosd23;Athens;3;11
472751;czanier;Argentina;0;5
472753;l-urence;Berlin;5;15
472755;gjnues;Budapest;0;1
472774;tukun;india;0;2
472778;clarkcutler;San Francisco; CA;8;6
472782;dorald;Dsseldorf;32;55
472783;williamukoh;Lagos;0;12
472790;jonnyrichards;London;5;1
472791;gmq;Chile;18;14
472804;iansltx;Austin;10;20
472808;elzoiddy;CA;2;7
472815;prodigitalson;US;0;32
472823;rubencaro;Barcelona;7;60
472825;jcolebrand;Plano; TX;33;20
472827;lauyuen;Canada;15;17
472828;greenape;London;2;21
472829;ertancan;Ankara;12;13
472830;callumacrae;London;118;137
472836;kaandok;Istanbul; Turkey;3;14
472837;bridgid;Moab; Utah;0;0
472843;dionizion;Paulo Afonso - Bahia - Brasil;0;1
472846;dramaturg;Amsterdam;7;14
472854;adamvaughan;Littleton; CO;4;7
